,instance,init_temperature,min_temperature,cooling_coefficient,equilibrium,cost_coefficient,relative_absolute_error,is_instance_optimal,cost,weight,is_solution
0,wuf75-01,10000,0.0001,0.9,20,3,0.03384615384615386,False,-6340,15869,False
1,wuf75-01,10000,0.0001,0.9,20,3,0.03076923076923077,False,-7115,13075,False
2,wuf75-01,10000,0.0001,0.9,20,3,0.018461538461538418,False,3357,15471,False
3,wuf75-01,10000,0.0001,0.9,20,3,0.03692307692307695,False,-8929,15299,False
4,wuf75-01,10000,0.0001,0.9,20,3,0.03384615384615386,False,-8043,14166,False
5,wuf75-02,10000,0.0001,0.9,20,3,0.009230769230769265,False,14463,20520,False
6,wuf75-02,10000,0.0001,0.9,20,3,0.018461538461538418,False,10750,22864,False
7,wuf75-02,10000,0.0001,0.9,20,3,0.012307692307692353,False,10498,18574,False
8,wuf75-02,10000,0.0001,0.9,20,3,0.01538461538461533,False,14037,24132,False
9,wuf75-02,10000,0.0001,0.9,20,3,0.01538461538461533,False,14158,24253,False
10,wuf75-03,10000,0.0001,0.9,20,3,0.03076923076923077,False,1130,21320,False
11,wuf75-03,10000,0.0001,0.9,20,3,0.018461538461538418,False,-207,11907,False
12,wuf75-03,10000,0.0001,0.9,20,3,0.03076923076923077,False,-6265,13925,False
13,wuf75-03,10000,0.0001,0.9,20,3,0.03076923076923077,False,-2229,17961,False
14,wuf75-03,10000,0.0001,0.9,20,3,0.027692307692307683,False,-3796,14375,False
15,wuf75-04,10000,0.0001,0.9,20,3,0.040000000000000036,False,-7054,19193,False
16,wuf75-04,10000,0.0001,0.9,20,3,0.03692307692307695,False,-6036,18192,False
17,wuf75-04,10000,0.0001,0.9,20,3,0.018461538461538418,False,3044,15158,False
18,wuf75-04,10000,0.0001,0.9,20,3,0.018461538461538418,False,3936,16050,False
19,wuf75-04,10000,0.0001,0.9,20,3,0.03692307692307695,False,-2003,22225,False
20,wuf75-05,10000,0.0001,0.9,20,3,0.027692307692307683,False,-59,18112,False
21,wuf75-05,10000,0.0001,0.9,20,3,0.018461538461538418,False,3859,15973,False
22,wuf75-05,10000,0.0001,0.9,20,3,0.01538461538461533,False,9585,19680,False
23,wuf75-05,10000,0.0001,0.9,20,3,0.024615384615384595,False,2962,19114,False
24,wuf75-05,10000,0.0001,0.9,20,3,0.021538461538461506,False,688,14821,False
25,wuf75-06,10000,0.0001,0.9,20,3,0.01538461538461533,False,6457,16552,False
26,wuf75-06,10000,0.0001,0.9,20,3,0.009230769230769265,False,13826,19883,False
27,wuf75-06,10000,0.0001,0.9,20,3,0.021538461538461506,False,3580,17713,False
28,wuf75-06,10000,0.0001,0.9,20,3,0.012307692307692353,False,5233,13309,False
29,wuf75-06,10000,0.0001,0.9,20,3,0.018461538461538418,False,647,12761,False
30,wuf75-07,10000,0.0001,0.9,20,3,0.009230769230769265,False,10943,17000,False
31,wuf75-07,10000,0.0001,0.9,20,3,0.024615384615384595,False,1951,18103,False
32,wuf75-07,10000,0.0001,0.9,20,3,0.027692307692307683,False,-3036,15135,False
33,wuf75-07,10000,0.0001,0.9,20,3,0.021538461538461506,False,1897,16030,False
34,wuf75-07,10000,0.0001,0.9,20,3,0.021538461538461506,False,-337,13796,False
35,wuf75-08,10000,0.0001,0.9,20,3,0.021538461538461506,False,1695,15828,False
36,wuf75-08,10000,0.0001,0.9,20,3,0.021538461538461506,False,615,14748,False
37,wuf75-08,10000,0.0001,0.9,20,3,0.01538461538461533,False,7571,17666,False
38,wuf75-08,10000,0.0001,0.9,20,3,0.027692307692307683,False,-4360,13811,False
39,wuf75-08,10000,0.0001,0.9,20,3,0.021538461538461506,False,2170,16303,False
40,wuf75-09,10000,0.0001,0.9,20,3,0.003076923076923088,False,19003,21022,False
41,wuf75-09,10000,0.0001,0.9,20,3,0.006153846153846176,False,14205,18243,False
42,wuf75-09,10000,0.0001,0.9,20,3,0.009230769230769265,False,10874,16931,False
43,wuf75-09,10000,0.0001,0.9,20,3,0.003076923076923088,False,17821,19840,False
44,wuf75-09,10000,0.0001,0.9,20,3,0.006153846153846176,False,12594,16632,False
45,wuf75-010,10000,0.0001,0.9,20,3,0.012307692307692353,False,8569,16645,False
46,wuf75-010,10000,0.0001,0.9,20,3,0.003076923076923088,False,14681,16700,False
47,wuf75-010,10000,0.0001,0.9,20,3,0.003076923076923088,False,15455,17474,False
48,wuf75-010,10000,0.0001,0.9,20,3,0.01538461538461533,False,5342,15437,False
49,wuf75-010,10000,0.0001,0.9,20,3,0.01538461538461533,False,6923,17018,False
