,instance,init_temperature,min_temperature,cooling_coefficient,equilibrium,cost_coefficient,relative_absolute_error,is_instance_optimal,cost,weight,is_solution
0,wuf75-01,21865,0.0001,0.9,75,3,0.021538461538461506,False,1328,15461,False
1,wuf75-01,21865,0.0001,0.9,75,3,0.018461538461538418,False,2985,15099,False
2,wuf75-01,21865,0.0001,0.9,75,3,0.021538461538461506,False,3135,17268,False
3,wuf75-01,21865,0.0001,0.9,75,3,0.021538461538461506,False,-2142,11991,False
4,wuf75-01,21865,0.0001,0.9,75,3,0.012307692307692353,False,8204,16280,False
5,wuf75-02,28339,0.0001,0.9,75,3,0.012307692307692353,False,11685,19761,False
6,wuf75-02,28339,0.0001,0.9,75,3,0.003076923076923088,False,22372,24391,False
7,wuf75-02,28339,0.0001,0.9,75,3,0.006153846153846176,False,19263,23301,False
8,wuf75-02,28339,0.0001,0.9,75,3,0.01538461538461533,False,11316,21411,False
9,wuf75-02,28339,0.0001,0.9,75,3,0.009230769230769265,False,16839,22896,False
10,wuf75-03,24491,0.0001,0.9,75,3,0.006153846153846176,False,19075,23113,False
11,wuf75-03,24491,0.0001,0.9,75,3,0.01538461538461533,False,7196,17291,False
12,wuf75-03,24491,0.0001,0.9,75,3,0.01538461538461533,False,7864,17959,False
13,wuf75-03,24491,0.0001,0.9,75,3,0.018461538461538418,False,6514,18628,False
14,wuf75-03,24491,0.0001,0.9,75,3,0.021538461538461506,False,7189,21322,False
15,wuf75-04,27963,0.0001,0.9,75,3,0.012307692307692353,False,13805,21881,False
16,wuf75-04,27963,0.0001,0.9,75,3,0.012307692307692353,False,7750,15826,False
17,wuf75-04,27963,0.0001,0.9,75,3,0.012307692307692353,False,13808,21884,False
18,wuf75-04,27963,0.0001,0.9,75,3,0.018461538461538418,False,7419,19533,False
19,wuf75-04,27963,0.0001,0.9,75,3,0.012307692307692353,False,13804,21880,False
20,wuf75-05,26915,0.0001,0.9,75,3,0.01538461538461533,False,11075,21170,False
21,wuf75-05,26915,0.0001,0.9,75,3,0.018461538461538418,False,6780,18894,False
22,wuf75-05,26915,0.0001,0.9,75,3,0.012307692307692353,False,9055,17131,False
23,wuf75-05,26915,0.0001,0.9,75,3,0.01538461538461533,False,9466,19561,False
24,wuf75-05,26915,0.0001,0.9,75,3,0.012307692307692353,False,12275,20351,False
25,wuf75-06,26138,0.0001,0.9,75,3,0.012307692307692353,False,8687,16763,False
26,wuf75-06,26138,0.0001,0.9,75,3,0.018461538461538418,False,6790,18904,False
27,wuf75-06,26138,0.0001,0.9,75,3,0.009230769230769265,False,10646,16703,False
28,wuf75-06,26138,0.0001,0.9,75,3,0.009230769230769265,False,7989,14046,False
29,wuf75-06,26138,0.0001,0.9,75,3,0.01538461538461533,False,10186,20281,False
30,wuf75-07,24975,0.0001,0.9,75,3,0.01538461538461533,False,6514,16609,False
31,wuf75-07,24975,0.0001,0.9,75,3,0.021538461538461506,False,5183,19316,False
32,wuf75-07,24975,0.0001,0.9,75,3,0.018461538461538418,False,4127,16241,False
33,wuf75-07,24975,0.0001,0.9,75,3,0.018461538461538418,False,384,12498,False
34,wuf75-07,24975,0.0001,0.9,75,3,0.018461538461538418,False,4573,16687,False
35,wuf75-08,23891,0.0001,0.9,75,3,0.012307692307692353,False,6339,14415,False
36,wuf75-08,23891,0.0001,0.9,75,3,0.009230769230769265,False,7902,13959,False
37,wuf75-08,23891,0.0001,0.9,75,3,0.012307692307692353,False,9569,17645,False
38,wuf75-08,23891,0.0001,0.9,75,3,0.012307692307692353,False,7435,15511,False
39,wuf75-08,23891,0.0001,0.9,75,3,0.018461538461538418,False,4193,16307,False
40,wuf75-09,24954,0.0001,0.9,75,3,0.009230769230769265,False,13886,19943,False
41,wuf75-09,24954,0.0001,0.9,75,3,0.0,False,20248,20248,True
42,wuf75-09,24954,0.0001,0.9,75,3,0.009230769230769265,False,14241,20298,False
43,wuf75-09,24954,0.0001,0.9,75,3,0.003076923076923088,False,17730,19749,False
44,wuf75-09,24954,0.0001,0.9,75,3,0.009230769230769265,False,11063,17120,False
45,wuf75-010,21790,0.0001,0.9,75,3,0.0,False,16862,16862,True
46,wuf75-010,21790,0.0001,0.9,75,3,0.006153846153846176,False,12231,16269,False
47,wuf75-010,21790,0.0001,0.9,75,3,0.0,False,16758,16758,True
48,wuf75-010,21790,0.0001,0.9,75,3,0.006153846153846176,False,12728,16766,False
49,wuf75-010,21790,0.0001,0.9,75,3,0.003076923076923088,False,15186,17205,False
50,wuf75-01,149791,0.0001,0.9,75,3,0.024615384615384595,False,3175,113911,False
51,wuf75-01,149791,0.0001,0.9,75,3,0.021538461538461506,False,9876,106770,False
52,wuf75-01,149791,0.0001,0.9,75,3,0.009230769230769265,False,53221,94747,False
53,wuf75-01,149791,0.0001,0.9,75,3,0.01538461538461533,False,41807,111017,False
54,wuf75-01,149791,0.0001,0.9,75,3,0.018461538461538418,False,18528,101580,False
55,wuf75-02,194256,0.0001,0.9,75,3,0.003076923076923088,False,129021,142863,False
56,wuf75-02,194256,0.0001,0.9,75,3,0.003076923076923088,False,117036,130878,False
57,wuf75-02,194256,0.0001,0.9,75,3,0.003076923076923088,False,148265,162107,False
58,wuf75-02,194256,0.0001,0.9,75,3,0.009230769230769265,False,89525,131051,False
59,wuf75-02,194256,0.0001,0.9,75,3,0.009230769230769265,False,114388,155914,False
60,wuf75-03,167680,0.0001,0.9,75,3,0.012307692307692353,False,44617,99985,False
61,wuf75-03,167680,0.0001,0.9,75,3,0.009230769230769265,False,67680,109206,False
62,wuf75-03,167680,0.0001,0.9,75,3,0.018461538461538418,False,30766,113818,False
63,wuf75-03,167680,0.0001,0.9,75,3,0.012307692307692353,False,84599,139967,False
64,wuf75-03,167680,0.0001,0.9,75,3,0.01538461538461533,False,43077,112287,False
65,wuf75-04,191512,0.0001,0.9,75,3,0.009230769230769265,False,62294,103820,False
66,wuf75-04,191512,0.0001,0.9,75,3,0.012307692307692353,False,46154,101522,False
67,wuf75-04,191512,0.0001,0.9,75,3,0.018461538461538418,False,43841,126893,False
68,wuf75-04,191512,0.0001,0.9,75,3,0.012307692307692353,False,89978,145346,False
69,wuf75-04,191512,0.0001,0.9,75,3,0.018461538461538418,False,57685,140737,False
70,wuf75-05,184336,0.0001,0.9,75,3,0.018461538461538418,False,50768,133820,False
71,wuf75-05,184336,0.0001,0.9,75,3,0.01538461538461533,False,62299,131509,False
72,wuf75-05,184336,0.0001,0.9,75,3,0.012307692307692353,False,71279,126647,False
73,wuf75-05,184336,0.0001,0.9,75,3,0.006153846153846176,False,96904,124588,False
74,wuf75-05,184336,0.0001,0.9,75,3,0.018461538461538418,False,75882,158934,False
75,wuf75-06,179122,0.0001,0.9,75,3,0.018461538461538418,False,23284,106336,False
76,wuf75-06,179122,0.0001,0.9,75,3,0.009230769230769265,False,66276,107802,False
77,wuf75-06,179122,0.0001,0.9,75,3,0.006153846153846176,False,101090,128774,False
78,wuf75-06,179122,0.0001,0.9,75,3,0.009230769230769265,False,40901,82427,False
79,wuf75-06,179122,0.0001,0.9,75,3,0.018461538461538418,False,42783,125835,False
80,wuf75-07,171083,0.0001,0.9,75,3,0.012307692307692353,False,55553,110921,False
81,wuf75-07,171083,0.0001,0.9,75,3,0.01538461538461533,False,25303,94513,False
82,wuf75-07,171083,0.0001,0.9,75,3,0.018461538461538418,False,37599,120651,False
83,wuf75-07,171083,0.0001,0.9,75,3,0.012307692307692353,False,94671,150039,False
84,wuf75-07,171083,0.0001,0.9,75,3,0.01538461538461533,False,49392,118602,False
85,wuf75-08,163588,0.0001,0.9,75,3,0.018461538461538418,False,38621,121673,False
86,wuf75-08,163588,0.0001,0.9,75,3,0.009230769230769265,False,72864,114390,False
87,wuf75-08,163588,0.0001,0.9,75,3,0.018461538461538418,False,33401,116453,False
88,wuf75-08,163588,0.0001,0.9,75,3,0.006153846153846176,False,66190,93874,False
89,wuf75-08,163588,0.0001,0.9,75,3,0.009230769230769265,False,65458,106984,False
90,wuf75-09,171043,0.0001,0.9,75,3,0.009230769230769265,False,86009,127535,False
91,wuf75-09,171043,0.0001,0.9,75,3,0.009230769230769265,False,87032,128558,False
92,wuf75-09,171043,0.0001,0.9,75,3,0.003076923076923088,False,109741,123583,False
93,wuf75-09,171043,0.0001,0.9,75,3,0.0,False,149788,149788,True
94,wuf75-09,171043,0.0001,0.9,75,3,0.009230769230769265,False,95241,136767,False
95,wuf75-010,235035,0.0001,0.9,75,3,0.006153846153846176,False,132799,176365,False
96,wuf75-010,235035,0.0001,0.9,75,3,0.006153846153846176,False,137984,181550,False
97,wuf75-010,235035,0.0001,0.9,75,3,0.003076923076923088,False,148259,170042,False
98,wuf75-010,235035,0.0001,0.9,75,3,0.0,False,161801,161801,True
99,wuf75-010,235035,0.0001,0.9,75,3,0.0,False,173251,173251,True
100,wuf75-01,16640,0.0001,0.9,75,3,0.027692307692307683,False,-1545,9012,False
101,wuf75-01,16640,0.0001,0.9,75,3,0.021538461538461506,False,227,8438,False
102,wuf75-01,16640,0.0001,0.9,75,3,0.021538461538461506,False,1220,9431,False
103,wuf75-01,16640,0.0001,0.9,75,3,0.018461538461538418,False,2612,9650,False
104,wuf75-01,16640,0.0001,0.9,75,3,0.012307692307692353,False,239,4931,False
105,wuf75-02,12875,0.0001,0.9,75,3,0.006153846153846176,False,1066,3412,False
106,wuf75-02,12875,0.0001,0.9,75,3,0.009230769230769265,False,914,4433,False
107,wuf75-02,12875,0.0001,0.9,75,3,0.003076923076923088,False,2980,4153,False
108,wuf75-02,12875,0.0001,0.9,75,3,0.018461538461538418,False,-2013,5025,False
109,wuf75-02,12875,0.0001,0.9,75,3,0.006153846153846176,False,2910,5256,False
110,wuf75-03,15155,0.0001,0.9,75,3,0.009230769230769265,False,678,4197,False
111,wuf75-03,15155,0.0001,0.9,75,3,0.006153846153846176,False,3024,5370,False
