,instance,init_temperature,min_temperature,cooling_coefficient,equilibrium,cost_coefficient,relative_absolute_error,is_instance_optimal,cost,weight,is_solution
0,wuf75-01,21865,0.0001,0.9,75,3,0.021538461538461506,False,1328,15461,False
1,wuf75-01,21865,0.0001,0.9,75,3,0.018461538461538418,False,2985,15099,False
2,wuf75-01,21865,0.0001,0.9,75,3,0.021538461538461506,False,3135,17268,False
3,wuf75-01,21865,0.0001,0.9,75,3,0.021538461538461506,False,-2142,11991,False
4,wuf75-01,21865,0.0001,0.9,75,3,0.012307692307692353,False,8204,16280,False
5,wuf75-02,28339,0.0001,0.9,75,3,0.012307692307692353,False,11685,19761,False
6,wuf75-02,28339,0.0001,0.9,75,3,0.003076923076923088,False,22372,24391,False
7,wuf75-02,28339,0.0001,0.9,75,3,0.006153846153846176,False,19263,23301,False
8,wuf75-02,28339,0.0001,0.9,75,3,0.01538461538461533,False,11316,21411,False
9,wuf75-02,28339,0.0001,0.9,75,3,0.009230769230769265,False,16839,22896,False
10,wuf75-03,24491,0.0001,0.9,75,3,0.006153846153846176,False,19075,23113,False
11,wuf75-03,24491,0.0001,0.9,75,3,0.01538461538461533,False,7196,17291,False
12,wuf75-03,24491,0.0001,0.9,75,3,0.01538461538461533,False,7864,17959,False
13,wuf75-03,24491,0.0001,0.9,75,3,0.018461538461538418,False,6514,18628,False
14,wuf75-03,24491,0.0001,0.9,75,3,0.021538461538461506,False,7189,21322,False
15,wuf75-04,27963,0.0001,0.9,75,3,0.012307692307692353,False,13805,21881,False
16,wuf75-04,27963,0.0001,0.9,75,3,0.012307692307692353,False,7750,15826,False
17,wuf75-04,27963,0.0001,0.9,75,3,0.012307692307692353,False,13808,21884,False
18,wuf75-04,27963,0.0001,0.9,75,3,0.018461538461538418,False,7419,19533,False
19,wuf75-04,27963,0.0001,0.9,75,3,0.012307692307692353,False,13804,21880,False
20,wuf75-05,26915,0.0001,0.9,75,3,0.01538461538461533,False,11075,21170,False
21,wuf75-05,26915,0.0001,0.9,75,3,0.018461538461538418,False,6780,18894,False
22,wuf75-05,26915,0.0001,0.9,75,3,0.012307692307692353,False,9055,17131,False
23,wuf75-05,26915,0.0001,0.9,75,3,0.01538461538461533,False,9466,19561,False
24,wuf75-05,26915,0.0001,0.9,75,3,0.012307692307692353,False,12275,20351,False
25,wuf75-06,26138,0.0001,0.9,75,3,0.012307692307692353,False,8687,16763,False
26,wuf75-06,26138,0.0001,0.9,75,3,0.018461538461538418,False,6790,18904,False
27,wuf75-06,26138,0.0001,0.9,75,3,0.009230769230769265,False,10646,16703,False
28,wuf75-06,26138,0.0001,0.9,75,3,0.009230769230769265,False,7989,14046,False
29,wuf75-06,26138,0.0001,0.9,75,3,0.01538461538461533,False,10186,20281,False
30,wuf75-07,24975,0.0001,0.9,75,3,0.01538461538461533,False,6514,16609,False
31,wuf75-07,24975,0.0001,0.9,75,3,0.021538461538461506,False,5183,19316,False
32,wuf75-07,24975,0.0001,0.9,75,3,0.018461538461538418,False,4127,16241,False
33,wuf75-07,24975,0.0001,0.9,75,3,0.018461538461538418,False,384,12498,False
34,wuf75-07,24975,0.0001,0.9,75,3,0.018461538461538418,False,4573,16687,False
35,wuf75-08,23891,0.0001,0.9,75,3,0.012307692307692353,False,6339,14415,False
36,wuf75-08,23891,0.0001,0.9,75,3,0.009230769230769265,False,7902,13959,False
37,wuf75-08,23891,0.0001,0.9,75,3,0.012307692307692353,False,9569,17645,False
38,wuf75-08,23891,0.0001,0.9,75,3,0.012307692307692353,False,7435,15511,False
39,wuf75-08,23891,0.0001,0.9,75,3,0.018461538461538418,False,4193,16307,False
40,wuf75-09,24954,0.0001,0.9,75,3,0.009230769230769265,False,13886,19943,False
41,wuf75-09,24954,0.0001,0.9,75,3,0.0,False,20248,20248,True
42,wuf75-09,24954,0.0001,0.9,75,3,0.009230769230769265,False,14241,20298,False
43,wuf75-09,24954,0.0001,0.9,75,3,0.003076923076923088,False,17730,19749,False
44,wuf75-09,24954,0.0001,0.9,75,3,0.009230769230769265,False,11063,17120,False
45,wuf75-010,21790,0.0001,0.9,75,3,0.0,False,16862,16862,True
46,wuf75-010,21790,0.0001,0.9,75,3,0.006153846153846176,False,12231,16269,False
47,wuf75-010,21790,0.0001,0.9,75,3,0.0,False,16758,16758,True
48,wuf75-010,21790,0.0001,0.9,75,3,0.006153846153846176,False,12728,16766,False
49,wuf75-010,21790,0.0001,0.9,75,3,0.003076923076923088,False,15186,17205,False
